Ecosystem,Namespace,Name,Version,Artifact,Published,Detected
npm,@tanstack,solid-router,1.169.5,,2026-05-11T19:20:43.431Z,2026-05-11T19:26:57.102Z
npm,@tanstack,start-plugin-core,1.169.23,,2026-05-11T19:20:43.979Z,2026-05-11T19:26:45.153Z
npm,@tanstack,router-core,1.169.5,,2026-05-11T19:20:42.410Z,2026-05-11T19:26:43.816Z
npm,@tanstack,vue-router,1.169.5,,2026-05-11T19:20:42.334Z,2026-05-11T19:26:42.187Z
npm,@tanstack,react-router,1.169.5,,2026-05-11T19:20:42.105Z,2026-05-11T19:26:38.101Z
npm,@tanstack,router-plugin,1.167.38,,2026-05-11T19:20:41.445Z,2026-05-11T19:26:13.252Z
npm,@tanstack,eslint-plugin-start,0.0.4,,2026-05-11T19:20:41.346Z,2026-05-11T19:25:58.220Z
npm,@tanstack,eslint-plugin-router,1.161.9,,2026-05-11T19:20:40.628Z,2026-05-11T19:25:57.425Z
npm,@tanstack,react-start-rsc,0.0.47,,2026-05-11T19:20:41.274Z,2026-05-11T19:25:57.271Z
npm,@tanstack,react-start,1.167.68,,2026-05-11T19:20:42.111Z,2026-05-11T19:25:55.101Z
npm,@tanstack,router-generator,1.166.45,,2026-05-11T19:20:41.419Z,2026-05-11T19:25:54.399Z
npm,@tanstack,start-client-core,1.168.5,,2026-05-11T19:20:41.973Z,2026-05-11T19:25:52.142Z
npm,@tanstack,router-devtools-core,1.167.6,,2026-05-11T19:20:40.288Z,2026-05-11T19:25:48.724Z
npm,@tanstack,router-utils,1.161.11,,2026-05-11T19:20:39.660Z,2026-05-11T19:25:47.530Z
npm,@tanstack,vue-router-ssr-query,1.166.15,,2026-05-11T19:20:39.834Z,2026-05-11T19:25:45.323Z
npm,@tanstack,arktype-adapter,1.166.12,,2026-05-11T19:20:39.821Z,2026-05-11T19:25:43.955Z
npm,@tanstack,start-server-core,1.167.33,,2026-05-11T19:20:40.294Z,2026-05-11T19:25:43.895Z
npm,@tanstack,solid-start,1.167.65,,2026-05-11T19:20:41.154Z,2026-05-11T19:25:41.614Z
npm,@tanstack,react-router-devtools,1.166.16,,2026-05-11T19:20:39.936Z,2026-05-11T19:25:41.008Z
npm,@tanstack,solid-router-devtools,1.166.16,,2026-05-11T19:20:39.853Z,2026-05-11T19:25:40.578Z
npm,@tanstack,router-cli,1.166.46,,2026-05-11T19:20:40.567Z,2026-05-11T19:25:39.984Z
npm,@tanstack,solid-start-server,1.166.54,,2026-05-11T19:20:39.720Z,2026-05-11T19:25:39.556Z
npm,@tanstack,vue-router-devtools,1.166.16,,2026-05-11T19:20:39.616Z,2026-05-11T19:25:38.780Z
npm,@tanstack,virtual-file-routes,1.161.10,,2026-05-11T19:20:40.502Z,2026-05-11T19:25:38.506Z
npm,@tanstack,router-ssr-query-core,1.168.3,,2026-05-11T19:20:40.830Z,2026-05-11T19:25:38.338Z
npm,@tanstack,router-vite-plugin,1.166.53,,2026-05-11T19:20:39.613Z,2026-05-11T19:25:37.396Z
npm,@tanstack,nitro-v2-vite-plugin,1.154.12,,2026-05-11T19:20:39.524Z,2026-05-11T19:25:37.077Z
npm,@tanstack,start-fn-stubs,1.161.9,,2026-05-11T19:20:39.939Z,2026-05-11T19:25:36.487Z
npm,@tanstack,history,1.161.9,,2026-05-11T19:20:39.565Z,2026-05-11T19:25:36.170Z
npm,@tanstack,react-router-ssr-query,1.166.15,,2026-05-11T19:20:39.110Z,2026-05-11T19:25:36.061Z
npm,@tanstack,zod-adapter,1.166.12,,2026-05-11T19:20:39.476Z,2026-05-11T19:25:35.944Z
npm,@tanstack,valibot-adapter,1.166.12,,2026-05-11T19:20:39.430Z,2026-05-11T19:25:35.919Z
npm,@tanstack,solid-router-ssr-query,1.166.15,,2026-05-11T19:20:39.688Z,2026-05-11T19:25:35.385Z
npm,@tanstack,react-start-client,1.166.51,,2026-05-11T19:20:39.703Z,2026-05-11T19:25:34.743Z
npm,@tanstack,router-devtools,1.166.16,,2026-05-11T19:20:39.782Z,2026-05-11T19:25:34.458Z
npm,@tanstack,react-start-server,1.166.55,,2026-05-11T19:20:40.014Z,2026-05-11T19:25:34.084Z
npm,@tanstack,solid-start-client,1.166.50,,2026-05-11T19:20:39.763Z,2026-05-11T19:25:33.602Z
npm,@tanstack,vue-start,1.167.61,,2026-05-11T19:20:40.136Z,2026-05-11T19:25:33.541Z
npm,@tanstack,start-storage-context,1.166.38,,2026-05-11T19:20:39.894Z,2026-05-11T19:25:32.271Z
npm,@tanstack,start-static-server-functions,1.166.44,,2026-05-11T19:20:40.002Z,2026-05-11T19:25:32.260Z
npm,@tanstack,vue-start-client,1.166.46,,2026-05-11T19:20:39.697Z,2026-05-11T19:23:26.595Z
npm,@tanstack,vue-start-server,1.166.50,,2026-05-11T19:20:40.336Z,2026-05-11T19:23:25.071Z
composer,intercom,intercom-php,5.0.2,,,2026-04-30T21:07:05.227Z
npm,,intercom-client,7.0.4,,2026-04-30T14:41:04.098Z,2026-04-30T15:09:57.503Z
pypi,,lightning,2.6.3,,2026-04-30T12:52:46.204Z,2026-04-30T13:10:58.399Z
pypi,,lightning,2.6.2,,2026-04-30T12:45:20.881Z,2026-04-30T13:03:17.243Z
npm,@cap-js,db-service,2.10.1,,2026-04-29T12:14:00.709Z,2026-04-29T12:20:37.765Z
npm,@cap-js,postgres,2.2.2,,2026-04-29T12:14:00.759Z,2026-04-29T12:20:37.159Z
npm,@cap-js,sqlite,2.2.2,,2026-04-29T11:25:47.756Z,2026-04-29T11:33:06.849Z
npm,,mbt,1.2.48,,2026-04-29T09:55:25.654Z,2026-04-29T10:03:09.406Z
